chr1	878439	878632	1	1	1	1	0	29
chr1	891596	892273	2	2	1	1	0	39
chr1	892406	892478	2	2	1	1	0	40
chr1	894462	894594	2	2	1	2	0	62
chr1	979113	979202	1	1	1	1	0	12
chr1	983746	984246	1	1	1	1	0	55
chr1	984832	984945	1	1	1	1	0	62
chr1	987026	987107	1	1	1	1	0	9
chr1	987196	989132	1	1	1	2	0	50
chr1	1233494	1233749	2	2	1	1	0	50
chr1	1234060	1234724	2	2	1	1	0	12
chr1	1234737	1235210	2	2	1	1	0	12
chr1	1235286	1235352	2	2	1	1	0	36
chr1	1244984	1245060	1	1	1	1	0	9
chr1	1275193	1275417	2	2	1	1	0	14
chr1	1309283	1309379	2	2	1	1	0	7
chr1	1310171	1310533	2	2	1	1	0	70
chr1	1407470	1412653	1	1	1	1	0	11
chr1	1416317	1417517	1	1	1	1	0	19
chr1	1417684	1417924	1	1	1	1	0	45
chr1	1421219	1421489	1	1	1	1	0	53
chr1	1421616	1421923	1	1	1	1	0	13
chr1	1453156	1454300	1	1	1	1	0	15
chr1	1454371	1455520	1	1	1	1	0	66
chr1	1455687	1458123	1	1	1	1	0	52
chr1	1459345	1459652	1	1	1	1	0	68
chr1	1461912	1463074	1	1	1	1	0	27
chr1	1477548	1479248	2	2	1	1	0	13
chr1	1684500	1685005	2	2	1	1	0	15
chr1	1685089	1685489	2	2	1	1	0	50
chr1	1718493	1718760	2	2	1	1	0	27
chr1	1722036	1724683	2	2	1	1	0	55
chr1	1724751	1735857	2	2	1	2	0	44
chr1	2310667	2316416	2	2	1	1	0	46
chr1	2316505	2317245	2	2	1	1	0	3
chr1	2317337	2318857	2	2	1	1	0	24
chr1	2318969	2319677	2	2	1	1	0	16
chr1	6246877	6252989	2	2	1	5	1	66
chr1	6253115	6257711	2	2	1	2	0	63
chr1	6700118	6704617	2	2	1	1	0	47
chr1	8022936	8025383	1	1	1	1	0	34
chr1	8025486	8029404	1	1	1	1	0	15
chr1	8031024	8037711	1	1	1	1	0	24
chr1	8037799	8044953	1	1	1	2	0	31
chr1	8074457	8075367	2	2	1	1	0	17
chr1	8075445	8075554	2	2	1	1	0	57
chr1	8555223	8557464	2	2	1	1	0	52
chr1	8557590	8568685	2	2	1	1	0	49
chr1	8568735	8601272	2	2	1	1	0	9
chr1	8921489	8922945	2	2	1	2	0	52
chr1	8923005	8923293	2	2	1	3	0	37
chr1	8923403	8923949	2	2	1	3	0	56
chr1	8924152	8925343	2	2	1	4	0	58
chr1	8925542	8926337	2	2	1	4	0	75
chr1	8926561	8927175	2	2	1	2	0	43
chr1	8927310	8928046	2	2	1	1	0	30
chr1	8928117	8930510	2	2	1	2	0	51
chr1	8930570	8931949	2	2	1	2	0	59
chr1	8932046	8934882	2	2	1	3	0	64
chr1	8934977	8938638	2	2	1	4	0	73
chr1	9657112	9658506	1	1	1	1	0	37
chr1	9910835	9931244	2	2	1	1	0	8
chr1	9931336	9932026	2	2	1	1	0	42
chr1	9932147	9937962	2	2	1	1	0	47
chr1	9938048	9970152	2	2	1	1	0	19
chr1	10165803	10177516	1	1	1	1	0	59
chr1	10177659	10179570	1	1	1	1	0	41
chr1	10205098	10207020	1	1	1	1	0	45
chr1	10209341	10211383	1	1	1	2	0	42
chr1	10211620	10218413	1	1	1	1	0	15
chr1	10231388	10238701	1	1	1	1	0	8
chr1	10328322	10331559	1	1	1	1	0	14
chr1	10331638	10332298	1	1	1	1	0	59
chr1	10335562	10336378	1	1	1	1	0	62
chr1	10380195	10381766	1	1	1	1	0	51
chr1	10459183	10459685	1	1	1	1	0	43
chr1	10459762	10460449	1	1	1	1	0	32
chr1	10460630	10463127	1	1	1	2	0	56
chr1	10463194	10464217	1	1	1	1	0	42
chr1	10471610	10473118	1	1	1	2	0	71
chr1	10477175	10477432	1	1	1	1	0	63
chr1	10477567	10478882	1	1	1	1	0	55
chr1	10478983	10479473	1	1	1	1	0	52
chr1	10479597	10479686	1	1	1	1	0	64
chr1	11074023	11076900	1	1	1	1	0	55
chr1	11168344	11169346	2	2	1	1	0	63
chr1	11169428	11169705	2	2	1	1	0	6
chr1	11189896	11190585	2	2	1	1	0	14
chr1	11259761	11264617	2	2	1	1	0	7
chr1	11775266	11779640	1	1	1	1	0	66
chr1	11807603	11808471	1	1	1	1	0	67
chr1	11897557	11898391	1	1	1	1	0	48
chr1	11898500	11898591	1	1	1	1	0	43
chr1	12010578	12012679	1	1	1	1	0	30
chr1	12012793	12014886	1	1	1	1	0	64
chr1	12014951	12016973	1	1	1	1	0	14
chr1	12018001	12018572	1	1	1	1	0	53
chr1	12049401	12052611	1	1	1	1	0	45
chr1	12052748	12056212	1	1	1	1	0	17
chr1	12062161	12064048	1	1	1	1	0	23
chr1	15978391	15983111	1	1	1	1	0	63
chr1	15983175	15986331	1	1	1	1	0	65
chr1	16451816	16455928	2	2	1	1	0	46
chr1	16460102	16460354	2	2	1	1	0	15
chr1	16460411	16460962	2	2	1	1	0	56
